epoch,train_loss,val_loss
0,N/A,1.186683177947998
0,1.1870898008346558,1.1860766410827637
1,0.9863228797912598,0.9871227145195007
2,0.9801852703094482,0.9811723232269287
3,0.9685934782028198,0.9688440561294556
4,0.9458100199699402,0.9494112133979797
5,0.8740262985229492,0.8767558932304382
6,0.7003758549690247,0.6969451904296875
7,0.6097853183746338,0.6042914390563965
8,0.5618622899055481,0.5609081983566284
9,0.5537502765655518,0.5211268663406372
10,0.5071040391921997,0.5107666850090027
11,0.47292476892471313,0.49253523349761963
12,0.504292905330658,0.49686482548713684
13,0.4662263095378876,0.48041394352912903
14,0.46646904945373535,0.4591504633426666
15,0.46879279613494873,0.44528526067733765
16,0.444186806678772,0.4647759199142456
17,0.4654046893119812,0.4335620105266571
18,0.4722273349761963,0.4293486475944519
19,0.4324027895927429,0.4268416464328766
20,0.45488259196281433,0.4349386394023895
21,0.43609774112701416,0.43606385588645935
22,0.4383179843425751,0.4439581036567688
23,0.43926262855529785,0.4335331320762634
24,0.44417744874954224,0.4404432773590088
25,0.4385026693344116,0.4318661689758301
26,0.43603482842445374,0.4406689405441284
27,0.44052064418792725,0.44581714272499084
28,0.4222649335861206,0.3956851661205292
29,0.42457544803619385,0.4260430932044983
30,0.4084256589412689,0.414032906293869
31,0.42821621894836426,0.41330060362815857
32,0.42571404576301575,0.4241299331188202
33,0.4196290075778961,0.4082903563976288
34,0.4452102482318878,0.4234870672225952
35,0.4247799217700958,0.4059479832649231
36,0.4087633192539215,0.3975066840648651
37,0.4176376461982727,0.4296356439590454
38,0.41659772396087646,0.4256410598754883
39,0.4139869809150696,0.40544310212135315
40,0.4083957076072693,0.40908753871917725
41,0.4065816104412079,0.39336374402046204
42,0.40661293268203735,0.4119376242160797
43,0.3997894525527954,0.3990730941295624
44,0.4294981360435486,0.4084635078907013
45,0.4146167039871216,0.40726664662361145
46,0.41611531376838684,0.420297235250473
47,0.41829806566238403,0.4026229977607727
48,0.4007444679737091,0.40407732129096985
49,0.42888951301574707,0.4154406189918518
50,0.425781786441803,0.38901180028915405
51,0.3992053270339966,0.4080866873264313
52,0.41998735070228577,0.3928128778934479
53,0.42716747522354126,0.3931656777858734
54,0.4059438705444336,0.40672892332077026
55,0.4051334261894226,0.4157430827617645
56,0.39024618268013,0.3924938142299652
57,0.4101593494415283,0.39256909489631653
58,0.41494685411453247,0.41832348704338074
59,0.38835734128952026,0.38530486822128296
60,0.4387422502040863,0.39763689041137695
61,0.41278955340385437,0.38476890325546265
62,0.3930046558380127,0.39023447036743164
63,0.39834076166152954,0.4187418222427368
64,0.386860191822052,0.3952181041240692
65,0.38725927472114563,0.3913065195083618
66,0.3895593583583832,0.3861469328403473
67,0.4014432728290558,0.3992246687412262
68,0.3964933753013611,0.3798483610153198
69,0.41790544986724854,0.3819199502468109
70,0.38023313879966736,0.39885371923446655
71,0.38617122173309326,0.3832452595233917
72,0.384639173746109,0.39492979645729065
73,0.3814460039138794,0.40503984689712524
74,0.389252245426178,0.3891053795814514
75,0.4024987816810608,0.41163259744644165
76,0.3917263150215149,0.38027092814445496
0,N/A,1.1986382007598877
0,N/A,1.1986382007598877
0,N/A,1.1867831945419312
0,1.1867116689682007,1.1866607666015625
1,0.9883480072021484,0.988723635673523
2,0.9871081113815308,0.9871872067451477
3,0.9837507009506226,0.9841853380203247
4,0.979468584060669,0.979552686214447
5,0.9764255285263062,0.9764723777770996
6,0.9668134450912476,0.9653146862983704
7,0.9532129168510437,0.9511560201644897
8,0.9392074942588806,0.9376842379570007
9,0.9094811081886292,0.9111745357513428
10,0.871026873588562,0.856012761592865
11,0.814125657081604,0.8118597865104675
12,0.7715045213699341,0.759673535823822
13,0.7459589838981628,0.7443472146987915
14,0.7191558480262756,0.7191035747528076
15,0.7061431407928467,0.6801862716674805
16,0.6666617393493652,0.6697797179222107
17,0.6592686772346497,0.6608896255493164
18,0.6497251987457275,0.6462816596031189
19,0.6270626783370972,0.6438677310943604
20,0.643345832824707,0.6289017796516418
21,0.6288048028945923,0.6317753791809082
22,0.6208966970443726,0.6154173612594604
23,0.6164425611495972,0.6257161498069763
24,0.6136178970336914,0.6094870567321777
25,0.5825493335723877,0.5862597823143005
26,0.6138217449188232,0.6052476763725281
27,0.5993154644966125,0.5962004661560059
28,0.5994645357131958,0.5935329794883728
29,0.5689125061035156,0.5735962390899658
30,0.5843528509140015,0.5917054414749146
31,0.5800495147705078,0.5778865218162537
32,0.5924510955810547,0.5872366428375244
33,0.5798656940460205,0.5943567752838135
34,0.5849619507789612,0.5766798257827759
35,0.5789763927459717,0.5596733689308167
36,0.5723450779914856,0.5762454271316528
37,0.5700504779815674,0.5613987445831299
38,0.568392276763916,0.5600301623344421
39,0.5753728151321411,0.5702809691429138
40,0.5497673153877258,0.5803509950637817
41,0.58008873462677,0.5685626864433289
42,0.5596621632575989,0.5647323131561279
43,0.5995471477508545,0.5683918595314026
44,0.5655093193054199,0.5458918213844299
45,0.5585025548934937,0.5508039593696594
46,0.5565147399902344,0.5495511889457703
47,0.5700770616531372,0.5665163397789001
48,0.5666946172714233,0.5595276355743408
49,0.5730034112930298,0.5432170629501343
50,0.564832329750061,0.5448119044303894
51,0.5565965175628662,0.5533021688461304
52,0.5682991743087769,0.5498780012130737
53,0.5654356479644775,0.554197371006012
54,0.5477291941642761,0.5434720516204834
55,0.5440981984138489,0.5724911093711853
56,0.5486106872558594,0.5278307199478149
57,0.5630573630332947,0.5375176072120667
58,0.5493878126144409,0.5251596570014954
59,0.5603814721107483,0.5402684211730957
60,0.5579291582107544,0.5421683192253113
61,0.5491681098937988,0.5337249040603638
62,0.5495727062225342,0.5263795852661133
63,0.5601392984390259,0.527647852897644
64,0.5774341225624084,0.5641354322433472
65,0.5631860494613647,0.566089391708374
66,0.5435138940811157,0.5439140796661377
67,0.5381754636764526,0.5354070067405701
68,0.5243317484855652,0.5476663708686829
69,0.5492292642593384,0.5524691343307495
70,0.5550788044929504,0.5304019451141357
71,0.5481524467468262,0.5485360622406006
72,0.5436781644821167,0.5496661067008972
73,0.5398200154304504,0.5445132851600647
74,0.5311249494552612,0.5609079599380493
75,0.5074620246887207,0.5496874451637268
76,0.5486358404159546,0.5348373651504517
77,0.5388205051422119,0.5277587175369263
78,0.5674341320991516,0.5393351912498474
79,0.5329456329345703,0.5402899384498596
80,0.5444515347480774,0.522749125957489
81,0.5303198099136353,0.527910053730011
82,0.5541243553161621,0.5160484313964844
83,0.5429350733757019,0.5301880836486816
84,0.5452750325202942,0.5078757405281067
85,0.5331619381904602,0.535548210144043
86,0.5383664965629578,0.5098775625228882
87,0.5461521148681641,0.524608314037323
88,0.5283890962600708,0.5546330213546753
89,0.5296497344970703,0.5482677221298218
90,0.5248845219612122,0.5138152241706848
91,0.5378418564796448,0.512047529220581
92,0.5248007774353027,0.5276286005973816
93,0.5367475152015686,0.5329871773719788
94,0.5353710055351257,0.5417193174362183
95,0.5173022747039795,0.5253660678863525
96,0.5246476531028748,0.5106070637702942
97,0.5325706601142883,0.53560471534729
98,0.5456678867340088,0.5275651812553406
99,0.533332109451294,0.5438869595527649
100,0.5349568128585815,0.5414725542068481
101,0.5207782983779907,0.5324389338493347
102,0.5255359411239624,0.5124114751815796
103,0.5226558446884155,0.5336270332336426
104,0.5259390473365784,0.5311795473098755
105,0.5282174944877625,0.5407721996307373
106,0.5261557698249817,0.5305366516113281
107,0.538719117641449,0.5409718155860901
108,0.5427653789520264,0.5128479599952698
109,0.5369243025779724,0.5047237277030945
110,0.528841495513916,0.5316470265388489
111,0.5433781147003174,0.5262424349784851
112,0.5323938131332397,0.5296993255615234
113,0.49849987030029297,0.5031433701515198
114,0.5357317328453064,0.5023531317710876
115,0.5272979736328125,0.516545832157135
116,0.5194322466850281,0.5182288289070129
117,0.536339282989502,0.520289957523346
118,0.5178177356719971,0.5272218585014343
119,0.5282444953918457,0.5048426389694214
120,0.512030303478241,0.5292288064956665
121,0.5319468975067139,0.5243065357208252
122,0.5121287703514099,0.5329170227050781
123,0.5347846150398254,0.5085150599479675
124,0.5401150584220886,0.5258229374885559
125,0.5224450826644897,0.5201516151428223
126,0.5302140712738037,0.5142768621444702
127,0.5203779935836792,0.5065861344337463
128,0.5421686172485352,0.5089178085327148
129,0.5326393246650696,0.5233402252197266
130,0.5249444246292114,0.5082067251205444
131,0.506170392036438,0.5354179739952087
132,0.5450952053070068,0.5290769338607788
133,0.5342071056365967,0.5134403705596924
134,0.5132588744163513,0.5170465111732483
135,0.531120240688324,0.5165300369262695
