epoch,train_loss,val_loss
2,0.997438371181488,0.9962602853775024
3,0.9978431463241577,0.9965272545814514
4,0.9980162382125854,0.995803713798523
5,0.9963880777359009,0.9956243634223938
6,0.9958600401878357,0.9931991100311279
7,0.9962000846862793,0.9941211342811584
8,0.9945943355560303,0.9924042224884033
9,0.9926275610923767,0.9927367568016052
10,0.9945081472396851,0.9920480847358704
11,0.9937783479690552,0.9911984801292419
12,0.9936632513999939,0.9917738437652588
13,0.9921016097068787,0.9912434220314026
14,0.9948726892471313,0.9911859631538391
15,0.992051899433136,0.9920862913131714
16,0.9911894202232361,0.9917112588882446
17,0.9824568629264832,0.9913489818572998
18,0.9931932091712952,0.992070198059082
19,0.9946167469024658,0.9918656945228577
20,0.9922466278076172,0.9918185472488403
21,0.9931778311729431,0.9914703965187073
