epoch,train_loss,val_loss
0,N/A,0.44010990858078003
0,0.4393191337585449,0.4368329346179962
1,0.08045065402984619,0.08285421878099442
2,0.08280327171087265,0.08313558250665665
3,0.08055878430604935,0.08284007012844086
4,0.08439610153436661,0.08427292853593826
0,N/A,0.4248603284358978
0,N/A,0.4131426215171814
4,N/A,0.09226802736520767
5,0.0842888206243515,0.09901297092437744
6,0.08419393748044968,0.08019455522298813
7,0.08426323533058167,0.10658502578735352
8,0.08505883067846298,0.09035077691078186
9,0.08243685960769653,0.07846073061227798
10,0.08347256481647491,0.10662724077701569
11,0.07931698858737946,0.08121195435523987
12,0.08613206446170807,0.09424826502799988
13,0.08174191415309906,0.07280691713094711
14,0.08240975439548492,0.09781423211097717
15,0.08511866629123688,0.07389090955257416
16,0.08182105422019958,0.07054097205400467
17,0.08212660253047943,0.0779416635632515
18,0.08456246554851532,0.0765942633152008
0,N/A,0.4306875765323639
0,N/A,0.4314315915107727
0,N/A,0.4423682987689972
0,N/A,0.43223321437835693
#tf,16,16,64
0,N/A,0.42886000871658325
0,0.43129727244377136,0.43180033564567566
1,0.0822378545999527,0.0807771235704422
2,0.08296302706003189,0.08211527019739151
3,0.08091583847999573,0.08029422163963318
4,0.0809020921587944,0.08088677376508713
5,0.08081943541765213,0.08106779307126999
6,0.08075280487537384,0.0812842920422554
7,0.07976032048463821,0.08191972970962524
8,0.08248403668403625,0.07902096211910248
9,0.081907719373703,0.07830493897199631
10,0.08156859874725342,0.0817393884062767
11,0.07937654852867126,0.080217644572258
12,0.08142751455307007,0.0828339233994484
13,0.08189861476421356,0.08055984973907471
14,0.08280210942029953,0.08073204755783081
15,0.08337132632732391,0.08165488392114639
16,0.08246849477291107,0.08030661195516586
17,0.08259940892457962,0.0797199234366417
18,0.0841822400689125,0.079984150826931
19,0.0779886245727539,0.08114065229892731
20,0.08040414750576019,0.07981874793767929
21,0.0803612470626831,0.08163633942604065
22,0.07818345725536346,0.07981111854314804
23,0.08118253946304321,0.07980267703533173
24,0.08250057697296143,0.08033588528633118
25,0.08276274055242538,0.08090563118457794
26,0.07917708158493042,0.08015789836645126
27,0.07993167638778687,0.08049813657999039
28,0.08134673535823822,0.0808594673871994
29,0.08239366114139557,0.0796138122677803
30,0.08228486031293869,0.07983245700597763
31,0.08395007252693176,0.0806078389286995
32,0.07881588488817215,0.08257952332496643
33,0.07728835940361023,0.08029115945100784
34,0.08233042806386948,0.0809248685836792
0,N/A,0.42993468046188354
0,N/A,0.4304347038269043
0,0.43005600571632385,0.4301457405090332
1,0.0834004282951355,0.07832735031843185
2,0.08021590113639832,0.07973480224609375
3,0.08287642896175385,0.08094021677970886
4,0.08163172006607056,0.0821220725774765
5,0.08123206347227097,0.08345630019903183
6,0.07881830632686615,0.0835142657160759
7,0.0797119066119194,0.08168423920869827
8,0.08356128633022308,0.08231032639741898
9,0.08262917399406433,0.08164175599813461
10,0.08159521222114563,0.08289925009012222
11,0.07990007102489471,0.08314897865056992
12,0.08102188259363174,0.08159328997135162
13,0.07856441289186478,0.0801331028342247
14,0.0802033543586731,0.07955550402402878
15,0.08155795931816101,0.07982878386974335
16,0.08023952692747116,0.08121959120035172
17,0.082744300365448,0.08193846791982651
18,0.08207739889621735,0.0821792334318161
19,0.08057387173175812,0.08182424306869507
20,0.08288183063268661,0.08069320768117905
21,0.08345287293195724,0.0826936885714531
22,0.08502401411533356,0.08095265924930573
23,0.08272641897201538,0.08203688263893127
24,0.08070971816778183,0.08199585229158401
25,0.08266015350818634,0.08229388296604156
26,0.08005987107753754,0.08139631897211075
0,N/A,0.4312640130519867
0,0.4318690001964569,0.43609148263931274
1,0.1734675168991089,0.14294420182704926
2,0.10102835297584534,0.08610311895608902
3,0.09323733299970627,0.08463898301124573
0,N/A,0.4380917549133301
0,0.43153029680252075,0.430461049079895
1,0.18888860940933228,0.15451818704605103
2,0.11092809587717056,0.08431848138570786
3,0.10015630722045898,0.0819268673658371
4,0.08790982514619827,0.0820375382900238
5,0.08785144984722137,0.08359229564666748
6,0.09602080285549164,0.08290702849626541
7,0.08206769078969955,0.08460325002670288
8,0.08593526482582092,0.08200415968894958
9,0.08348401635885239,0.08040347695350647
10,0.0916985273361206,0.08097720146179199
11,0.0864550843834877,0.08254104107618332
12,0.07904568314552307,0.08309634029865265
13,0.08348697423934937,0.0826270580291748
14,0.08320719748735428,0.08089347183704376
15,0.0798688679933548,0.08175258338451385
16,0.07994872331619263,0.08235932886600494
17,0.08629593253135681,0.08367536216974258
0,N/A,1.1961637735366821
0,N/A,1.185936689376831
0,1.1879632472991943,1.1861894130706787
1,0.9849231243133545,0.983980655670166
2,0.9816707372665405,0.9829155206680298
3,0.9825955629348755,0.9829111695289612
4,0.9825462102890015,0.9819685220718384
5,0.9801456928253174,0.9822115302085876
6,0.9804975986480713,0.9816422462463379
7,0.9825599193572998,0.9814234375953674
0,N/A,1.185936689376831
0,1.1902403831481934,1.1862131357192993
0,N/A,1.1879204511642456
0,1.186124324798584,1.1862882375717163
1,0.9969531297683716,0.9957521557807922
