epoch,train_loss,val_loss
0,N/A,1.1892151832580566
0,N/A,1.1891874074935913
0,1.1886091232299805,1.188720941543579
1,0.9842511415481567,0.9843823909759521
2,0.9790396690368652,0.9793559908866882
3,0.9653082489967346,0.963839590549469
4,0.9317582249641418,0.9295253753662109
5,0.7814302444458008,0.7880800366401672
6,0.6591129899024963,0.6556174159049988
7,0.5812312364578247,0.5518395900726318
8,0.5304885506629944,0.5458788275718689
9,0.5290958881378174,0.5094817876815796
10,0.4836001992225647,0.5020034909248352
11,0.4714990258216858,0.476244181394577
12,0.482448011636734,0.47739118337631226
13,0.4706834554672241,0.4617099463939667
14,0.47409677505493164,0.4649251401424408
15,0.45426392555236816,0.4515303075313568
16,0.4580541253089905,0.444430410861969
17,0.4476293921470642,0.4437882900238037
18,0.43618592619895935,0.4295881986618042
19,0.4364096522331238,0.4347401261329651
20,0.44474130868911743,0.43105632066726685
21,0.4274391233921051,0.4233812093734741
22,0.42744651436805725,0.4196329116821289
23,0.4158884584903717,0.41536349058151245
24,0.43198347091674805,0.4427603483200073
25,0.4186054468154907,0.41308456659317017
26,0.42861321568489075,0.39917871356010437
27,0.4152218997478485,0.4131413698196411
28,0.41136303544044495,0.4002136290073395
29,0.41253650188446045,0.42377278208732605
30,0.4102771282196045,0.418529748916626
31,0.42048704624176025,0.4164241850376129
32,0.41613155603408813,0.40155190229415894
33,0.40561631321907043,0.40674304962158203
34,0.41844213008880615,0.41262921690940857
35,0.40763211250305176,0.40837299823760986
36,0.4059795141220093,0.3932349681854248
37,0.3944677412509918,0.3937113881111145
38,0.3919907808303833,0.40218138694763184
39,0.38340699672698975,0.3819314241409302
40,0.39962494373321533,0.3867984116077423
41,0.4104524850845337,0.39372381567955017
42,0.392996609210968,0.4010756313800812
43,0.4123075008392334,0.3964441120624542
44,0.41817331314086914,0.4059257209300995
45,0.40803951025009155,0.3921463191509247
46,0.3945949077606201,0.3838423788547516
47,0.39673250913619995,0.3842107951641083
48,0.40480414032936096,0.4091893434524536
49,0.40359339118003845,0.38373395800590515
50,0.3920958936214447,0.38836878538131714
51,0.40247341990470886,0.3836788237094879
52,0.39445555210113525,0.39743849635124207
53,0.3996660113334656,0.37491777539253235
54,0.4011179804801941,0.3830068111419678
55,0.3896600306034088,0.38581234216690063
56,0.39999496936798096,0.3859924376010895
57,0.3957452178001404,0.38162028789520264
58,0.40766608715057373,0.3852827548980713
59,0.4001687169075012,0.39425942301750183
60,0.38383549451828003,0.38228321075439453
61,0.36320263147354126,0.37589168548583984
62,0.38741326332092285,0.37046173214912415
63,0.38964956998825073,0.36840856075286865
64,0.39628732204437256,0.38081660866737366
