epoch,step,train_loss
0,0,0.29497966170310974
0,1,5.296874523162842
0,2,2.302233934402466
0,3,0.4724174439907074
0,4,0.2252570390701294
0,5,0.11022753268480301
0,6,0.13611949980258942
0,7,0.20702672004699707
0,8,0.1107819676399231
0,9,0.1637989580631256
0,10,0.15512454509735107
0,11,0.15014752745628357
0,12,0.12900777161121368
0,13,0.10122059285640717
0,14,0.10198064893484116
0,15,0.0964004397392273
0,16,0.13002510368824005
0,17,0.11511170119047165
0,18,0.12846790254116058
0,19,0.09755251556634903
0,20,0.09464678168296814
0,21,0.11464572697877884
0,22,0.11363571882247925
0,23,0.11499408632516861
0,24,0.09816031903028488
0,25,0.09776860475540161
0,26,0.10017053782939911
0,27,0.0956505537033081
0,28,0.09714023023843765
0,29,0.09882453083992004
0,30,0.09572480618953705
0,31,0.09736774116754532
0,32,0.09476637095212936
0,33,0.09137082099914551
0,34,0.09065548330545425
0,35,0.09195922315120697
0,36,0.09286381304264069
0,37,0.09110324829816818
0,38,0.09462109953165054
0,39,0.09407399594783783
0,40,0.08855222910642624
0,41,0.09029658138751984
0,42,0.08832288533449173
0,43,0.08982663601636887
0,44,0.09008389711380005
0,45,0.08942165225744247
0,46,0.08748415857553482
0,47,0.08722052723169327
0,48,0.08773431926965714
0,49,0.08755537867546082
1,50,0.08733157068490982
1,51,0.0882972776889801
1,52,0.08586657792329788
1,53,0.08579662442207336
1,54,0.08624833077192307
1,55,0.0861467644572258
1,56,0.08590275794267654
1,57,0.0856349989771843
1,58,0.08575274795293808
1,59,0.08510656654834747
1,60,0.08514531701803207
1,61,0.08686260133981705
1,62,0.08926062285900116
1,63,0.08528095483779907
1,64,0.08557506650686264
1,65,0.08618626743555069
1,66,0.0848393663764
1,67,0.0850856751203537
1,68,0.08483751863241196
1,69,0.08453883230686188
1,70,0.08546074479818344
1,71,0.08453071862459183
1,72,0.08488534390926361
1,73,0.08443545550107956
1,74,0.08476170897483826
1,75,0.08468286693096161
1,76,0.0846228301525116
1,77,0.08634480834007263
1,78,0.08609655499458313
1,79,0.08478283137083054
1,80,0.08494294434785843
1,81,0.08531053364276886
1,82,0.08582419157028198
1,83,0.08436734229326248
1,84,0.08451908826828003
1,85,0.08668450266122818
1,86,0.08510138839483261
1,87,0.08502661436796188
1,88,0.08427391946315765
1,89,0.08578400313854218
1,90,0.08573424816131592
1,91,0.08405197411775589
1,92,0.08477047085762024
1,93,0.08560100197792053
1,94,0.08485415577888489
1,95,0.08414764702320099
1,96,0.0843476727604866
1,97,0.08487457036972046
1,98,0.08511118590831757
1,99,0.08458865433931351
