epoch,step,train_loss
0,19,0.0867057740688324
0,39,0.04362526163458824
0,59,0.04442279040813446
0,79,0.0556228905916214
0,99,0.035971008241176605
0,119,0.03764934092760086
0,139,0.03534991666674614
0,159,0.0491170696914196
0,179,0.04780804365873337
0,199,0.035785797983407974
0,219,0.036660611629486084
1,239,0.03309941291809082
1,259,0.041552167385816574
1,279,0.046858370304107666
1,299,0.029834944754838943
1,319,0.031621821224689484
1,339,0.04286304861307144
1,359,0.03386937454342842
1,379,0.050713006407022476
1,399,0.03294958174228668
1,419,0.0497235544025898
1,439,0.04463644325733185
2,459,0.03128553181886673
2,479,0.03482719883322716
2,499,0.04077663645148277
2,519,0.03335794433951378
2,539,0.03626528009772301
2,559,0.032892365008592606
2,579,0.03747064992785454
2,599,0.037776779383420944
2,619,0.03226110711693764
2,639,0.04102479666471481
2,659,0.034794535487890244
3,679,0.03256835788488388
3,699,0.031429462134838104
3,719,0.030597196891903877
3,739,0.03437325730919838
3,759,0.04048767313361168
3,779,0.0266084186732769
3,799,0.044398561120033264
3,819,0.04730507358908653
3,839,0.033419784158468246
3,859,0.0429103784263134
3,879,0.026016179472208023
4,899,0.030681965872645378
4,919,0.032293178141117096
4,939,0.026791924610733986
4,959,0.03286083787679672
4,979,0.04144507646560669
4,999,0.03381457179784775
4,1019,0.03216894716024399
4,1039,0.03027750737965107
4,1059,0.03622369468212128
4,1079,0.02929791621863842
4,1099,0.029285144060850143
5,1119,0.04315619915723801
5,1139,0.038022223860025406
5,1159,0.02765231765806675
5,1179,0.03546956554055214
5,1199,0.037453584372997284
5,1219,0.034894052892923355
5,1239,0.033680856227874756
5,1259,0.04813305288553238
5,1279,0.03287151828408241
5,1299,0.028153132647275925
5,1319,0.04299095273017883
6,1339,0.041571952402591705
6,1359,0.03605913743376732
6,1379,0.054325927048921585
6,1399,0.02678772248327732
6,1419,0.03460857644677162
6,1439,0.035196784883737564
6,1459,0.02517600916326046
6,1479,0.02474130317568779
6,1499,0.032286349684000015
6,1519,0.026120733469724655
6,1539,0.028836950659751892
7,1559,0.039329346269369125
7,1579,0.02643272466957569
7,1599,0.02919432520866394
7,1619,0.02588729001581669
7,1639,0.031022265553474426
7,1659,0.030181095004081726
7,1679,0.03241077437996864
7,1699,0.028188584372401237
