epoch,step,train_loss
0,19,0.07155383378267288
0,39,0.044194355607032776
1,59,0.03846551105380058
1,79,0.038799844682216644
2,99,0.040548134595155716
2,119,0.040838491171598434
3,139,0.04209202527999878
3,159,0.042160987854003906
4,179,0.037240225821733475
4,199,0.0405568890273571
4,219,0.03832222893834114
5,239,0.03524479642510414
5,259,0.036928094923496246
6,279,0.036481209099292755
6,299,0.04017256572842598
7,319,0.03673694282770157
7,339,0.03492308035492897
8,359,0.03807326406240463
8,379,0.03788420557975769
9,399,0.037347517907619476
9,419,0.03440561518073082
9,439,0.037317052483558655
10,459,0.0328199528157711
10,479,0.031707990914583206
11,499,0.03414398059248924
11,519,0.03348347917199135
12,539,0.0409698449075222
12,559,0.037751104682683945
13,579,0.03296564146876335
13,599,0.03699929639697075
14,619,0.03712102398276329
14,639,0.03587924689054489
14,659,0.036874424666166306
15,679,0.031435366719961166
15,699,0.032829053699970245
16,719,0.03298831358551979
16,739,0.03474656119942665
17,759,0.03630329295992851
17,779,0.03266412019729614
18,799,0.03747961297631264
18,819,0.03402090445160866
19,839,0.03145580738782883
19,859,0.03368359059095383
19,879,0.030517814680933952
20,899,0.029845580458641052
20,919,0.03140551224350929
21,939,0.02985048107802868
21,959,0.032655585557222366
22,979,0.032849036157131195
22,999,0.03429701551795006
23,1019,0.032298244535923004
23,1039,0.033357128500938416
24,1059,0.030503876507282257
24,1079,0.03486308827996254
24,1099,0.03387373313307762
25,1119,0.029669834300875664
25,1139,0.03756101429462433
26,1159,0.03738919273018837
26,1179,0.029947133734822273
27,1199,0.032064251601696014
27,1219,0.029722142964601517
28,1239,0.03119148500263691
28,1259,0.03441315144300461
29,1279,0.030858108773827553
29,1299,0.032393231987953186
29,1319,0.037300240248441696
30,1339,0.02955056168138981
30,1359,0.03005400486290455
31,1379,0.031993649899959564
31,1399,0.0350906141102314
32,1419,0.03389843553304672
32,1439,0.03186121955513954
33,1459,0.028965843841433525
33,1479,0.029315395280718803
34,1499,0.03071875125169754
34,1519,0.027180979028344154
34,1539,0.03137795999646187
35,1559,0.03460163250565529
35,1579,0.03509862348437309
36,1599,0.0361151248216629
36,1619,0.029091469943523407
37,1639,0.03372319042682648
37,1659,0.032327938824892044
38,1679,0.028063952922821045
38,1699,0.03445151820778847
39,1719,0.032451387494802475
39,1739,0.032148025929927826
39,1759,0.030258582904934883
40,1779,0.03381071612238884
40,1799,0.034993626177310944
41,1819,0.027116093784570694
41,1839,0.030347216874361038
42,1859,0.028632154688239098
42,1879,0.03230741620063782
43,1899,0.027883069589734077
43,1919,0.033428553491830826
44,1939,0.03197656199336052
44,1959,0.028978243470191956
44,1979,0.03289446234703064
45,1999,0.02948044426739216
45,2019,0.0360216423869133
46,2039,0.028794454410672188
46,2059,0.024183638393878937
47,2079,0.029197661206126213
47,2099,0.03383704274892807
48,2119,0.026515332981944084
48,2139,0.03649046644568443
49,2159,0.026928003877401352
49,2179,0.03208112344145775
49,2199,0.02991626225411892
