epoch,step,train_loss
0,0,0.3526338040828705
0,1,4.742164134979248
0,2,2.306161880493164
0,3,0.3207193911075592
0,4,0.1693825125694275
0,5,0.10609599202871323
0,6,0.11723484098911285
0,7,0.1226264163851738
0,8,0.09551917016506195
0,9,0.10364948213100433
0,10,0.12085123360157013
0,11,0.11566342413425446
0,12,0.10037944465875626
0,13,0.0947926715016365
0,14,0.09924985468387604
0,15,0.10060296952724457
0,16,0.11291321367025375
0,17,0.09686058014631271
0,18,0.09299921244382858
0,19,0.09522707015275955
0,20,0.09939414262771606
0,21,0.09895899146795273
0,22,0.10070740431547165
0,23,0.09018577635288239
0,24,0.09027643501758575
0,25,0.09158824384212494
0,26,0.09235281497240067
0,27,0.09275181591510773
0,28,0.09948508441448212
0,29,0.09153766185045242
0,30,0.08926012367010117
0,31,0.0916166603565216
0,32,0.09434976428747177
0,33,0.09301932156085968
0,34,0.09736365079879761
0,35,0.08744437992572784
0,36,0.08876164257526398
0,37,0.08754778653383255
0,38,0.09548799693584442
0,39,0.0882682055234909
0,40,0.09251707792282104
0,41,0.0865059345960617
0,42,0.08615206182003021
0,43,0.08536411821842194
0,44,0.09007561951875687
0,45,0.08503241837024689
0,46,0.08520950376987457
0,47,0.08701393008232117
0,48,0.08527439087629318
0,49,0.08549503982067108
1,50,0.08794676512479782
1,51,0.08452299982309341
1,52,0.08439082652330399
1,53,0.08668786287307739
1,54,0.08603869378566742
1,55,0.08534997701644897
1,56,0.08446140587329865
1,57,0.08451742678880692
1,58,0.08906473964452744
1,59,0.08585714548826218
1,60,0.08413461595773697
1,61,0.08418094366788864
1,62,0.0877380296587944
1,63,0.08455977588891983
1,64,0.08558005839586258
1,65,0.084238700568676
1,66,0.08475279808044434
1,67,0.08564647287130356
1,68,0.0845046117901802
1,69,0.08392377942800522
1,70,0.08456188440322876
1,71,0.08460380882024765
1,72,0.08464101701974869
1,73,0.08379179984331131
1,74,0.08391965180635452
1,75,0.0844452977180481
1,76,0.08426221460103989
1,77,0.0842551589012146
1,78,0.08388693630695343
1,79,0.08634933829307556
1,80,0.08404349535703659
1,81,0.08471670746803284
1,82,0.08419855684041977
1,83,0.08412633836269379
1,84,0.08406201004981995
1,85,0.08387566357851028
1,86,0.08417782187461853
1,87,0.08402658253908157
1,88,0.08381194621324539
1,89,0.0845065712928772
1,90,0.08396895974874496
1,91,0.08394575119018555
1,92,0.08412894606590271
1,93,0.08392130583524704
1,94,0.08423704653978348
1,95,0.08426447212696075
1,96,0.083870068192482
1,97,0.08374039083719254
1,98,0.08379938453435898
1,99,0.08470506221055984
