timestamp,epoch,iou,dice,pixel_acc,precision,recall,f1
2025-12-14T10:55:48.775055,0,0.9999813098086008,0.9999906548169746,0.9999998480991801,0.9999999999999883,0.9999813098086008,0.9999906498169631
2025-12-14T10:59:41.252801,3,0.8679863476779753,0.9293329678561516,0.8846231625946281,0.9999999999999998,0.8679863476779753,0.9293283584329138
2025-12-14T11:04:02.136413,7,0.6727249243951612,0.8043519247108385,0.713969256052538,0.9999999999999999,0.6727249243951612,0.8043461427068535
2025-12-14T11:08:16.753038,11,0.5235626824944382,0.6872931757346882,0.5836049533604197,0.9999999999999999,0.5235626824944382,0.6872873496754377
2025-12-14T13:38:58.394055,0,0.9992577618352662,0.9996287431371331,0.999978001429907,0.9999999999999873,0.9992577618352662,0.9996287381371212
2025-12-14T13:40:11.542101,3,0.9743746538495042,0.9870217607737164,0.9802129243851709,0.9999999999999994,0.9743746538495042,0.9870210266472254
2025-12-14T13:41:40.131714,7,0.8645285099660224,0.9273434157573093,0.8953932328869614,0.9999999999999993,0.8645285099660224,0.927342757923356
2025-12-14T13:43:07.794342,11,0.5959172813106732,0.7468029214904578,0.6879802027885252,0.9999999999999992,0.5959172813106732,0.7468022115623125
2025-12-14T13:44:36.866886,15,0.607125702413252,0.755543003528624,0.6966349883503306,0.9999999999999992,0.607125702413252,0.7555422674453948
2025-12-14T13:46:04.834137,19,0.15913340445624027,0.274573442712116,0.35070961343144097,0.999999999999997,0.15913340445624027,0.2745730603079734
2025-12-14T13:47:46.907644,0,0.14900751807624762,0.2593673509216511,0.9626742828269064,0.9999999999999425,0.14900751807624762,0.25936734866433087
2025-12-14T13:49:32.808919,7,0.9621948040680801,0.980734430442673,0.9709475471125094,0.9999999999999994,0.9621948040680801,0.9807332046436605
2025-12-14T15:12:52.603916,0,0.0,0.0,0.9998976964894738,0.0,0.0,0.0
2025-12-14T15:50:32.191808,7,0.0,0.0,0.7137715110041869,0.0,0.0,0.0
2025-12-14T17:05:19.941058,0,0.9999999999999915,1.0,1.0,0.9999999999999915,0.9999999999999915,0.9999999949999914
2025-12-14T17:12:25.729837,3,0.9446212221280821,0.9715229777096417,0.9574426399485398,0.9999999999999994,0.9446212221280821,0.9715220697187827
2025-12-14T17:19:47.251157,7,0.23485475690623267,0.3803768211389228,0.41200288534146307,0.9999999999999979,0.23485475690623267,0.3803763214918472
2025-12-14T17:27:06.746481,11,0.06718667931819315,0.12591382376620175,0.2831536939860001,0.9999999999999927,0.06718667931819315,0.1259136381491368
2025-12-14T17:34:01.750221,0,0.08696113606485464,0.1600078110974277,0.9599528419731216,0.9999999999999016,0.08696113606485464,0.1600078096253596
2025-12-14T17:35:33.495393,3,0.9651774450846625,0.9822805644168339,0.9732396404472617,0.9999999999999994,0.9651774450846625,0.9822801931574989
2025-12-14T17:37:20.401200,7,0.9132159764862934,0.9546404698072258,0.9333084066259243,0.9999999999999994,0.9132159764862934,0.9546397091981811
2025-12-14T17:39:06.514568,11,0.5955549626238054,0.7465183942748792,0.6891929772005093,0.9999999999999992,0.5955549626238054,0.7465176353584944
2025-12-14T17:40:27.947052,0,0.2543958150744939,0.4056069256885842,0.9672967605228527,0.9999999999999664,0.2543958150744939,0.40560692245509433
2025-12-14T17:42:45.722996,3,0.7504210390769592,0.8574184970833708,0.808204115196676,0.9999999999999994,0.7504210390769592,0.8574177504008819
2025-12-14T17:44:23.187650,0,0.9999666205630939,0.9999833100029999,0.9999985359313419,0.9999999999999915,0.9999666205630939,0.9999833050029914
2025-12-14T17:46:05.653705,3,0.955173480409934,0.9770736984651671,0.9655518159237738,0.9999999999999994,0.955173480409934,0.9770728634517912
2025-12-14T17:48:03.442199,7,0.7791718675747832,0.8758822517067895,0.8302984879361681,0.9999999999999994,0.7791718675747832,0.8758815012711243
2025-12-14T17:50:00.805871,11,0.5076343436577707,0.6734191066780756,0.621627935481122,0.9999999999999991,0.5076343436577707,0.6734183821510377
2025-12-14T17:53:03.317378,0,0.7284651279031489,0.842904049544667,0.9880901017884349,0.9999999999999882,0.7284651279031489,0.8429040446680545
2025-12-14T17:55:50.724675,3,0.2168203230516231,0.35637241996281377,0.39814382372313034,0.9999999999999977,0.2168203230516231,0.3563719592158138
2025-12-14T17:58:53.025842,7,0.0004909435808613874,0.0009814068804532166,0.23189950332409281,0.9999999999990049,0.0004909435808613874,0.000981405337258171
2025-12-14T18:01:06.493657,0,0.9999999999999915,1.0,1.0,0.9999999999999915,0.9999999999999915,0.9999999949999914
2025-12-14T18:03:08.486343,3,0.014234872489495265,0.028070211604269153,0.242461407244024,0.9999999999999657,0.014234872489495265,0.028070169415895026
2025-12-14T18:05:29.012392,0,0.004891371329973665,0.009735124550825782,0.9563531476256091,0.9999999999982503,0.004891371329973665,0.009735124453948236
2025-12-14T18:10:35.677871,3,0.9418603605997694,0.9700606057068923,0.9553209792216748,0.9999999999999994,0.9418603605997694,0.9700598198096633
2025-12-14T18:15:55.375294,7,0.4249265196682255,0.5964194860547373,0.5580688108515267,0.9999999999999989,0.4249265196682255,0.5964188480190115
2025-12-14T18:21:15.807054,11,0.3918554365089288,0.5630697934953746,0.5326544184184342,0.9999999999999987,0.3918554365089288,0.5630691570619434
2025-12-14T18:25:51.017149,0,0.9989934815950835,0.9994964874001966,0.9999558526989261,0.9999999999999915,0.9989934815950835,0.9994964824001894
2025-12-14T18:32:58.712589,3,0.17538351242434086,0.2984281195412159,0.36630055565159597,0.9999999999999972,0.17538351242434086,0.2984277201072132
